citizen_id,age,gender,county,subcounty,ward,occupation,education_level,language_preference,feedback_text,feedback_category,sentiment_score,response_status,service_satisfaction_score,,submission_date
C0193,65,Male,Nairobi,Kasarani,Kasarani,Engineer,Diploma,English,Schools lack sufficient teachers.,Education,1,Unresolved,2,,5/29/2024
C0194,48,Female,Mombasa,Jomvu,Mikindani,Retired,Master's,Swahili,Need more buses in my area.,Transport,3,Unresolved,3,,12/31/2023
C0195,37,Male,Mombasa,Jomvu,Miritini,Retired,High School,English,Need more buses in my area.,Transport,1,Unresolved,1,,7/3/2024
C0196,25,Male,Mombasa,Kisauni,Junda,Nurse,Diploma,Swahili,Fares are too high.,Transport,1,Unresolved,3,,7/14/2024
C0197,22,Male,Mombasa,Jomvu,Miritini,Business,Diploma,Swahili,Need support for startups.,Business,3,Resolved,2,,5/4/2024
C0198,56,Male,Nairobi,Kasarani,Mwiki,Nurse,Diploma,Swahili,More resources for education needed.,Education,1,Unresolved,1,,10/30/2023
C0199,77,Male,Kiambu,Limuru,Bibirioni,Nurse,Bachelor's,Swahili,Pension payments are delayed.,Pension,2,Pending,3,,6/10/2024
C0200,67,Male,Nairobi,Westlands,Kangemi,Nurse,Bachelor's,English,Fares are too high.,Transport,3,Pending,3,,3/3/2024
C0201,49,Female,Kisumu,Nyando,Onjiko,Doctor,Primary,English,Roads are in poor condition.,Infrastructure,2,Resolved,3,,3/2/2024
C0202,41,Male,Mombasa,Changamwe,Port Reitz,Student,PhD,Swahili,Fares are too high.,Transport,3,Pending,1,,4/8/2024
C0203,19,Male,Kiambu,Ruiru,Gitothua,Business,High School,Swahili,Healthcare facilities are understaffed.,Healthcare,1,Resolved,2,,8/4/2024
C0204,79,Male,Kiambu,Limuru,Bibirioni,Teacher,Master's,Swahili,Pension payments are delayed.,Pension,2,Unresolved,2,,5/29/2024
C0205,35,Female,Nairobi,Kasarani,Kasarani,Business,High School,Swahili,Need support for startups.,Business,3,Resolved,2,,9/15/2023
C0206,31,Female,Kiambu,Limuru,Ndeiya,Teacher,High School,English,Healthcare facilities are understaffed.,Healthcare,3,Resolved,1,,3/20/2024
C0207,52,Male,Kisumu,Kisumu Central,Migosi,Nurse,Diploma,English,Licensing process is too slow.,Business,3,Unresolved,1,,2/27/2024
C0208,50,Female,Kiambu,Thika,Kiganjo,Retired,Diploma,English,Public facilities need maintenance.,Infrastructure,2,Resolved,2,,6/13/2024
C0209,30,Male,Nairobi,Kasarani,Roysambu,Doctor,Primary,English,Schools lack sufficient teachers.,Education,2,Unresolved,1,,6/30/2024
C0210,53,Female,Mombasa,Changamwe,Port Reitz,Teacher,High School,Swahili,Public transport is unreliable.,Transport,3,Unresolved,1,,6/17/2024
C0211,62,Male,Nairobi,Kasarani,Mwiki,Nurse,Diploma,English,Public transport is unreliable.,Transport,2,Pending,2,,12/10/2023
C0212,19,Female,Kisumu,Nyando,Onjiko,Business,Bachelor's,Swahili,Medication is unavailable in hospitals.,Healthcare,3,Pending,3,,4/9/2024
C0213,74,Female,Kisumu,Seme,North Seme,Nurse,Diploma,English,Public transport is unreliable.,Transport,3,Resolved,3,,10/30/2023
C0214,74,Female,Kiambu,Limuru,Limuru Central,Retired,High School,Swahili,Medication is unavailable in hospitals.,Healthcare,2,Unresolved,3,,10/18/2023
C0215,34,Female,Mombasa,Jomvu,Jomvu Kuu,Teacher,High School,English,Public transport is unreliable.,Transport,1,Resolved,3,,8/25/2024
C0216,80,Male,Nairobi,Langata,Nyayo Highrise,Business,Bachelor's,English,Schools lack sufficient teachers.,Education,3,Pending,3,,10/9/2023
C0217,70,Male,Mombasa,Jomvu,Jomvu Kuu,Engineer,High School,English,Need more buses in my area.,Transport,2,Unresolved,3,,6/15/2024
C0218,21,Male,Nairobi,Westlands,Parklands,Engineer,Diploma,Swahili,Tax rates for small businesses are too high.,Business,2,Resolved,2,,12/11/2023
C0219,78,Male,Nairobi,Kasarani,Kasarani,Nurse,Primary,Swahili,Water supply is inconsistent.,Infrastructure,3,Resolved,2,,6/18/2024
C0220,36,Female,Kisumu,Seme,East Seme,Nurse,Primary,English,Medication is unavailable in hospitals.,Healthcare,3,Pending,1,,7/21/2024
C0221,70,Male,Kisumu,Nyando,Onjiko,Teacher,PhD,Swahili,Need more buses in my area.,Transport,2,Pending,2,,10/10/2023
C0222,51,Male,Mombasa,Changamwe,Kipevu,Nurse,Bachelor's,English,Licensing process is too slow.,Business,2,Resolved,1,,6/20/2024
C0223,63,Female,Kisumu,Kisumu Central,Railways,Teacher,Bachelor's,English,Roads are in poor condition.,Infrastructure,3,Unresolved,1,,8/4/2024
C0224,31,Female,Nairobi,Westlands,Kangemi,Student,PhD,English,Tax rates for small businesses are too high.,Business,1,Resolved,1,,11/12/2023
C0225,66,Male,Mombasa,Changamwe,Chaani,Teacher,Bachelor's,English,Need more buses in my area.,Transport,3,Resolved,3,,8/16/2024
C0226,75,Male,Kiambu,Ruiru,Mugutha,Doctor,Master's,Swahili,Healthcare facilities are understaffed.,Healthcare,2,Resolved,1,,2/4/2024
C0227,38,Female,Mombasa,Jomvu,Jomvu Kuu,Teacher,Primary,English,The curriculum is outdated.,Education,2,Unresolved,1,,3/29/2024
C0228,67,Male,Kiambu,Ruiru,Gitothua,Retired,Bachelor's,English,The curriculum is outdated.,Education,1,Resolved,2,,7/1/2024
C0229,56,Female,Kisumu,Nyando,Onjiko,Doctor,PhD,English,More resources for education needed.,Education,1,Resolved,3,,2/6/2024
C0230,61,Male,Mombasa,Jomvu,Miritini,Business,Diploma,English,More benefits for the elderly needed.,Pension,1,Pending,3,,1/24/2024
C0231,23,Female,Kiambu,Limuru,Ndeiya,Retired,High School,English,More resources for education needed.,Education,2,Unresolved,3,,2/25/2024
C0232,60,Male,Kisumu,Kisumu Central,Market Milimani,Student,Primary,Swahili,Need more buses in my area.,Transport,2,Resolved,2,,5/18/2024
C0233,34,Male,Nairobi,Westlands,Kangemi,Nurse,Master's,Swahili,Water supply is inconsistent.,Infrastructure,1,Pending,1,,12/16/2023
C0234,29,Female,Nairobi,Kasarani,Kasarani,Retired,Bachelor's,English,Water supply is inconsistent.,Infrastructure,2,Resolved,3,,5/18/2024
C0235,38,Female,Kiambu,Ruiru,Mugutha,Doctor,High School,Swahili,Roads are in poor condition.,Infrastructure,3,Pending,1,,1/15/2024
C0236,70,Male,Nairobi,Langata,Karen,Student,Diploma,English,Medication is unavailable in hospitals.,Healthcare,3,Unresolved,3,,9/4/2024
C0237,42,Male,Mombasa,Jomvu,Miritini,Business,Bachelor's,Swahili,Fares are too high.,Transport,3,Pending,3,,6/3/2024
C0238,50,Male,Nairobi,Westlands,Kangemi,Teacher,PhD,English,Retirement benefits are too low.,Pension,1,Pending,1,,1/4/2024
C0239,57,Male,Kiambu,Thika,Kiganjo,Retired,PhD,Swahili,More resources for education needed.,Education,3,Unresolved,3,,7/7/2024
C0240,21,Male,Kisumu,Kisumu Central,Migosi,Nurse,High School,Swahili,More benefits for the elderly needed.,Pension,2,Unresolved,3,,10/10/2023
C0241,29,Male,Kisumu,Kisumu Central,Railways,Engineer,Primary,Swahili,More benefits for the elderly needed.,Pension,3,Unresolved,2,,3/8/2024
C0242,42,Male,Mombasa,Jomvu,Miritini,Business,Bachelor's,English,Public facilities need maintenance.,Infrastructure,1,Pending,3,,11/5/2023
C0243,61,Male,Kisumu,Nyando,Kobura,Student,Master's,Swahili,Retirement benefits are too low.,Pension,2,Pending,3,,1/7/2024
C0244,70,Female,Kiambu,Limuru,Ndeiya,Business,High School,Swahili,Lack of medical equipment.,Healthcare,3,Unresolved,1,,9/11/2024
C0245,66,Female,Kisumu,Kisumu Central,Migosi,Teacher,Diploma,English,More benefits for the elderly needed.,Pension,1,Pending,2,,10/5/2023
C0246,63,Male,Nairobi,Westlands,Kitisuru,Doctor,Master's,English,More benefits for the elderly needed.,Pension,2,Resolved,1,,6/16/2024
C0247,50,Male,Nairobi,Langata,Nyayo Highrise,Student,High School,English,Public facilities need maintenance.,Infrastructure,1,Pending,2,,12/2/2023
C0248,66,Male,Kiambu,Ruiru,Mugutha,Retired,Bachelor's,Swahili,Public facilities need maintenance.,Infrastructure,2,Resolved,1,,3/13/2024
C0249,22,Female,Mombasa,Changamwe,Port Reitz,Engineer,Diploma,Swahili,Pension payments are delayed.,Pension,1,Unresolved,3,,3/4/2024
C0250,32,Male,Kisumu,Kisumu Central,Railways,Student,Primary,Swahili,Lack of medical equipment.,Healthcare,1,Pending,1,,7/25/2024
C0251,56,Female,Kisumu,Seme,East Seme,Retired,High School,English,Lack of medical equipment.,Healthcare,3,Pending,1,,4/16/2024
C0252,63,Male,Kisumu,Seme,East Seme,Nurse,Diploma,English,More resources for education needed.,Education,2,Resolved,1,,8/14/2024
C0253,64,Male,Nairobi,Langata,Nyayo Highrise,Retired,Master's,English,Tax rates for small businesses are too high.,Business,3,Pending,3,,10/20/2023
C0254,36,Female,Kiambu,Limuru,Limuru Central,Nurse,Master's,Swahili,Need support for startups.,Business,1,Resolved,2,,11/10/2023
C0255,67,Male,Mombasa,Changamwe,Chaani,Doctor,Primary,English,Healthcare facilities are understaffed.,Healthcare,1,Pending,2,,2/3/2024
C0256,64,Male,Kiambu,Ruiru,Mugutha,Engineer,Master's,English,Licensing process is too slow.,Business,3,Unresolved,3,,8/28/2024
C0257,80,Female,Mombasa,Kisauni,Junda,Doctor,PhD,Swahili,Retirement benefits are too low.,Pension,3,Unresolved,3,,10/19/2023
C0258,43,Female,Kisumu,Kisumu Central,Railways,Teacher,Diploma,English,Schools lack sufficient teachers.,Education,3,Pending,1,,6/27/2024
C0259,61,Male,Mombasa,Changamwe,Port Reitz,Engineer,Primary,Swahili,Healthcare facilities are understaffed.,Healthcare,1,Unresolved,3,,6/12/2024
C0260,44,Female,Kiambu,Limuru,Ndeiya,Doctor,PhD,Swahili,Need more buses in my area.,Transport,1,Resolved,3,,5/9/2024
C0261,78,Male,Kiambu,Ruiru,Mwiki,Retired,Bachelor's,Swahili,More resources for education needed.,Education,1,Unresolved,1,,4/29/2024
C0262,34,Female,Kisumu,Kisumu Central,Railways,Engineer,High School,Swahili,Need more buses in my area.,Transport,2,Pending,1,,2/25/2024
C0263,48,Male,Nairobi,Kasarani,Mwiki,Doctor,Diploma,Swahili,Public transport is unreliable.,Transport,1,Resolved,2,,4/11/2024
C0264,78,Male,Nairobi,Westlands,Kangemi,Nurse,Master's,English,Need support for startups.,Business,1,Pending,3,,9/22/2023
C0265,62,Male,Kisumu,Seme,Central Seme,Teacher,Diploma,Swahili,The curriculum is outdated.,Education,2,Pending,3,,5/27/2024
C0266,52,Female,Kisumu,Nyando,Onjiko,Retired,Master's,English,Need support for startups.,Business,2,Pending,2,,9/30/2023
C0267,23,Male,Nairobi,Langata,Nyayo Highrise,Teacher,PhD,English,More resources for education needed.,Education,2,Resolved,2,,6/13/2024
C0268,31,Female,Kiambu,Ruiru,Gitothua,Student,Diploma,Swahili,Need more buses in my area.,Transport,2,Unresolved,1,,7/18/2024
C0269,66,Male,Kiambu,Ruiru,Gitothua,Nurse,High School,English,Public transport is unreliable.,Transport,2,Resolved,3,,3/25/2024
C0270,71,Female,Kisumu,Nyando,Kobura,Student,Bachelor's,English,Healthcare facilities are understaffed.,Healthcare,1,Unresolved,3,,5/27/2024
C0271,72,Male,Mombasa,Jomvu,Miritini,Nurse,Primary,English,Lack of medical equipment.,Healthcare,3,Pending,3,,4/8/2024
C0272,37,Male,Nairobi,Langata,Nyayo Highrise,Engineer,Primary,Swahili,Tax rates for small businesses are too high.,Business,2,Resolved,2,,7/8/2024
C0273,31,Male,Kisumu,Nyando,Ahero,Engineer,Bachelor's,English,More resources for education needed.,Education,2,Unresolved,2,,3/6/2024
C0274,53,Female,Mombasa,Changamwe,Kipevu,Student,Diploma,English,Lack of medical equipment.,Healthcare,2,Resolved,1,,11/10/2023
C0275,63,Female,Kiambu,Limuru,Ndeiya,Doctor,High School,English,Schools lack sufficient teachers.,Education,3,Pending,1,,9/6/2024
C0276,50,Male,Mombasa,Jomvu,Jomvu Kuu,Business,High School,Swahili,Schools lack sufficient teachers.,Education,1,Pending,1,,8/18/2024
C0277,24,Female,Mombasa,Jomvu,Mikindani,Retired,High School,English,Water supply is inconsistent.,Infrastructure,3,Unresolved,2,,9/6/2024
C0278,36,Male,Kisumu,Seme,North Seme,Engineer,High School,Swahili,Retirement benefits are too low.,Pension,2,Unresolved,1,,10/31/2023
C0279,42,Male,Kisumu,Kisumu Central,Railways,Nurse,Bachelor's,Swahili,Public transport is unreliable.,Transport,2,Resolved,3,,5/7/2024
C0280,60,Male,Nairobi,Westlands,Kitisuru,Doctor,PhD,Swahili,Fares are too high.,Transport,1,Unresolved,3,,4/15/2024
C0281,32,Male,Nairobi,Kasarani,Mwiki,Retired,Master's,English,Need more buses in my area.,Transport,2,Resolved,3,,12/25/2023
C0282,45,Female,Kiambu,Thika,Kiganjo,Nurse,High School,English,Healthcare facilities are understaffed.,Healthcare,3,Resolved,2,,7/7/2024
C0283,73,Female,Kisumu,Kisumu Central,Railways,Engineer,Primary,English,Roads are in poor condition.,Infrastructure,3,Unresolved,3,,10/6/2023
C0284,73,Female,Mombasa,Changamwe,Kipevu,Engineer,Bachelor's,Swahili,Public transport is unreliable.,Transport,2,Unresolved,3,,11/6/2023
C0285,28,Female,Kiambu,Limuru,Bibirioni,Doctor,Bachelor's,English,Roads are in poor condition.,Infrastructure,3,Unresolved,2,,6/28/2024
C0286,45,Female,Nairobi,Langata,Karen,Engineer,High School,Swahili,Pension payments are delayed.,Pension,2,Unresolved,3,,12/3/2023
C0287,26,Female,Kiambu,Limuru,Limuru Central,Student,High School,Swahili,Healthcare facilities are understaffed.,Healthcare,1,Resolved,1,,1/7/2024
C0288,55,Male,Kiambu,Limuru,Ndeiya,Student,High School,Swahili,Healthcare facilities are understaffed.,Healthcare,1,Unresolved,3,,12/13/2023
C0289,69,Female,Nairobi,Kasarani,Mwiki,Nurse,Bachelor's,English,Schools lack sufficient teachers.,Education,2,Resolved,2,,10/30/2023
C0290,71,Male,Kisumu,Nyando,Kobura,Doctor,Primary,English,Tax rates for small businesses are too high.,Business,1,Pending,2,,11/23/2023
C0291,62,Female,Mombasa,Jomvu,Mikindani,Nurse,High School,Swahili,Medication is unavailable in hospitals.,Healthcare,2,Unresolved,1,,12/22/2023
C0292,66,Female,Kisumu,Seme,Central Seme,Engineer,Bachelor's,English,Need more buses in my area.,Transport,3,Resolved,3,,12/28/2023
C0293,25,Male,Mombasa,Changamwe,Kipevu,Business,PhD,Swahili,Pension payments are delayed.,Pension,3,Unresolved,3,,3/27/2024
C0294,80,Male,Kiambu,Limuru,Limuru Central,Engineer,Diploma,English,Lack of medical equipment.,Healthcare,2,Pending,3,,2/13/2024
C0295,46,Female,Mombasa,Jomvu,Mikindani,Teacher,Master's,Swahili,Public transport is unreliable.,Transport,3,Pending,2,,8/15/2024
C0296,70,Male,Kisumu,Seme,North Seme,Business,PhD,Swahili,Healthcare facilities are understaffed.,Healthcare,1,Unresolved,2,,1/24/2024
C0297,65,Male,Kiambu,Ruiru,Gitothua,Teacher,Primary,English,Medication is unavailable in hospitals.,Healthcare,1,Unresolved,1,,2/22/2024
C0298,72,Male,Kisumu,Nyando,Kobura,Student,High School,English,Schools lack sufficient teachers.,Education,2,Resolved,2,,12/21/2023
C0299,61,Male,Kiambu,Limuru,Ndeiya,Engineer,High School,Swahili,Fares are too high.,Transport,1,Unresolved,2,,4/22/2024
C0300,42,Male,Mombasa,Changamwe,Port Reitz,Teacher,High School,Swahili,Retirement benefits are too low.,Pension,1,Resolved,1,,7/18/2024
C0301,75,Male,Mombasa,Kisauni,Bamburi,Engineer,Diploma,Swahili,Retirement benefits are too low.,Pension,3,Pending,1,,3/1/2024
C0302,33,Female,Nairobi,Langata,Nyayo Highrise,Retired,Primary,Swahili,Need support for startups.,Business,3,Resolved,1,,10/9/2023
C0303,35,Male,Kiambu,Limuru,Bibirioni,Engineer,Master's,English,Need more buses in my area.,Transport,1,Unresolved,3,,12/25/2023
C0304,33,Female,Nairobi,Langata,Karen,Doctor,Primary,English,Lack of medical equipment.,Healthcare,3,Pending,3,,2/24/2024
C0305,19,Female,Kiambu,Thika,Kamenu,Doctor,Primary,English,More resources for education needed.,Education,2,Pending,3,,8/5/2024
C0306,73,Male,Nairobi,Westlands,Kangemi,Business,Master's,Swahili,Public facilities need maintenance.,Infrastructure,1,Resolved,1,,1/2/2024
C0307,77,Female,Kisumu,Nyando,Kobura,Student,Primary,English,More resources for education needed.,Education,3,Unresolved,2,,11/8/2023
C0308,57,Female,Nairobi,Langata,Karen,Teacher,Primary,English,Water supply is inconsistent.,Infrastructure,1,Resolved,3,,4/5/2024
C0309,65,Male,Kiambu,Ruiru,Gitothua,Student,Diploma,Swahili,Public facilities need maintenance.,Infrastructure,3,Unresolved,1,,5/14/2024
C0310,43,Female,Kiambu,Thika,Kamenu,Retired,PhD,English,Public transport is unreliable.,Transport,1,Unresolved,3,,1/20/2024
C0311,53,Male,Kiambu,Limuru,Limuru Central,Student,Primary,English,Need more buses in my area.,Transport,1,Pending,1,,6/19/2024
C0312,34,Male,Kiambu,Limuru,Bibirioni,Teacher,Diploma,Swahili,More resources for education needed.,Education,2,Resolved,2,,2/10/2024
C0313,74,Male,Nairobi,Westlands,Kitisuru,Engineer,Primary,English,Schools lack sufficient teachers.,Education,2,Resolved,2,,11/2/2023
C0314,53,Female,Kisumu,Nyando,Onjiko,Engineer,PhD,Swahili,Retirement benefits are too low.,Pension,1,Resolved,1,,7/22/2024
C0315,30,Female,Kiambu,Ruiru,Mwiki,Teacher,PhD,Swahili,Healthcare facilities are understaffed.,Healthcare,3,Unresolved,2,,12/8/2023
C0316,23,Male,Kisumu,Kisumu Central,Market Milimani,Teacher,Diploma,English,Tax rates for small businesses are too high.,Business,3,Unresolved,1,,7/11/2024
C0317,33,Female,Nairobi,Langata,Mugumu-ini,Teacher,PhD,English,Fares are too high.,Transport,1,Unresolved,2,,9/30/2023
C0318,47,Male,Kisumu,Nyando,Kobura,Nurse,High School,English,Need support for startups.,Business,1,Unresolved,2,,6/26/2024
C0319,61,Male,Kiambu,Ruiru,Mwiki,Doctor,Master's,Swahili,Need support for startups.,Business,2,Unresolved,2,,8/26/2024
C0320,65,Female,Mombasa,Jomvu,Jomvu Kuu,Doctor,PhD,Swahili,Medication is unavailable in hospitals.,Healthcare,1,Unresolved,3,,7/7/2024
C0321,57,Female,Nairobi,Kasarani,Kasarani,Student,PhD,English,Licensing process is too slow.,Business,2,Resolved,2,,10/30/2023
C0322,57,Female,Kisumu,Seme,North Seme,Engineer,Diploma,English,Schools lack sufficient teachers.,Education,2,Pending,2,,5/5/2024
C0323,19,Male,Kisumu,Nyando,Onjiko,Engineer,Diploma,English,Schools lack sufficient teachers.,Education,1,Pending,2,,3/10/2024
C0324,30,Male,Kisumu,Kisumu Central,Market Milimani,Teacher,High School,English,Public facilities need maintenance.,Infrastructure,1,Resolved,2,,7/11/2024
C0325,32,Male,Kiambu,Limuru,Ndeiya,Retired,High School,English,Lack of medical equipment.,Healthcare,2,Pending,3,,5/16/2024
C0326,54,Female,Nairobi,Westlands,Kitisuru,Engineer,Bachelor's,Swahili,Tax rates for small businesses are too high.,Business,3,Pending,2,,6/17/2024
C0327,56,Male,Kiambu,Limuru,Ndeiya,Business,High School,English,Public transport is unreliable.,Transport,3,Pending,1,,9/18/2023
C0328,21,Female,Kisumu,Kisumu Central,Market Milimani,Nurse,Master's,Swahili,Public transport is unreliable.,Transport,3,Resolved,2,,2/18/2024
C0329,41,Female,Mombasa,Kisauni,Mjambere,Student,Master's,Swahili,Licensing process is too slow.,Business,2,Resolved,3,,8/31/2024
C0330,28,Male,Nairobi,Westlands,Kitisuru,Retired,High School,English,Lack of medical equipment.,Healthcare,2,Resolved,1,,6/29/2024
C0331,47,Female,Mombasa,Jomvu,Jomvu Kuu,Engineer,Bachelor's,Swahili,Roads are in poor condition.,Infrastructure,1,Unresolved,3,,3/18/2024
C0332,59,Female,Kisumu,Kisumu Central,Market Milimani,Engineer,High School,Swahili,Medication is unavailable in hospitals.,Healthcare,1,Pending,3,,11/10/2023
C0333,27,Male,Kisumu,Seme,Central Seme,Nurse,Master's,Swahili,Public facilities need maintenance.,Infrastructure,2,Pending,1,,7/1/2024
C0334,57,Male,Kiambu,Ruiru,Mugutha,Student,Bachelor's,Swahili,More benefits for the elderly needed.,Pension,3,Resolved,2,,10/13/2023
C0335,36,Female,Nairobi,Langata,Karen,Engineer,Diploma,English,Tax rates for small businesses are too high.,Business,2,Pending,1,,7/8/2024
C0336,76,Male,Kisumu,Kisumu Central,Migosi,Doctor,PhD,Swahili,Lack of medical equipment.,Healthcare,1,Resolved,3,,9/7/2024
